what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383890913053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383890929803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383890970595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383890994375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891093025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891104213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891105792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383891123923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891169593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891174438
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383891183132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383891191643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891197999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891210839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891251200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891256439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383891265209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891276264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891281343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891283369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891293129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891319876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891322487
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383891385445
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383891421529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891465733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383891482361
