what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1383778852738
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778854764
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778854788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1383778857403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1383778858566
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778859570
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778859595
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778860870
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778860968
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778860991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1383778861531
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778865329
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778865352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1383778865879
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778867036
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778867066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1383778867497
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778868272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778868377
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778868401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1383778868768
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778869633
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778869720
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778869743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778871628
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778873051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778873091
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778874339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778874451
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778875942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778875984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383778889189
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778890667
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778890766
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778890796
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778895271
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778903148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778918528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383778925316
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778928726
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778928805
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778928836
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778929855
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778929878
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778933110
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1383778933133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778933511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778946017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778948713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778953173
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1383778954707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778959662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778979345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778992294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383778999041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383779011835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779012335
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779041436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779089406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779339118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779349810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779353925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779394202
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779399443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779401268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779409535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383779422135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383779439502
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779459668
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779460404
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779460701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779487127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779496773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779589093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779592160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779856859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779936584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779937228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779937633
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779938088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779938864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383779997646
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383780027035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383780053850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1383780082668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1383780083500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383780097393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383780099710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383780121084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383780133970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383780143813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1383780155704
